campaign_name,campaign_id,impressions,clicks,spend,date_start,date_stop,age,gender,spend_eur
4 JANUARY - Stylish Winter Boots  - 1.58 - SINGLE PRODUCT,120214650657780719,254,2,3.078844,2023-07-27,2025-03-18,35-44,female,2.95569024
4 JANUARY - Stylish Winter Boots  - 1.58 - SINGLE PRODUCT,120214650657780719,11,0,0.069974,2023-07-27,2025-03-18,35-44,male,0.06717503999999999
4 JANUARY - Stylish Winter Boots  - 1.58 - SINGLE PRODUCT,120214650657780719,2,0,0.029989,2023-07-27,2025-03-18,35-44,unknown,0.028789439999999996
4 JANUARY - Stylish Winter Boots  - 1.58 - SINGLE PRODUCT,120214650657780719,366,18,5.537921,2023-07-27,2025-03-18,45-54,female,5.316404159999999
4 JANUARY - Stylish Winter Boots  - 1.58 - SINGLE PRODUCT,120214650657780719,5,0,0.029989,2023-07-27,2025-03-18,45-54,male,0.028789439999999996
4 JANUARY - Stylish Winter Boots  - 1.58 - SINGLE PRODUCT,120214650657780719,1,0,0,2023-07-27,2025-03-18,45-54,unknown,0.0
4 JANUARY - Stylish Winter Boots  - 1.58 - SINGLE PRODUCT,120214650657780719,507,27,8.65675,2023-07-27,2025-03-18,55-64,female,8.31048
4 JANUARY - Stylish Winter Boots  - 1.58 - SINGLE PRODUCT,120214650657780719,18,1,0.209921,2023-07-27,2025-03-18,55-64,male,0.20152415999999998
4 JANUARY - Stylish Winter Boots  - 1.58 - SINGLE PRODUCT,120214650657780719,3,0,0.149944,2023-07-27,2025-03-18,55-64,unknown,0.14394623999999998
4 JANUARY - Stylish Winter Boots  - 1.58 - SINGLE PRODUCT,120214650657780719,362,16,6.957388,2023-07-27,2025-03-18,65+,female,6.6790924799999996
4 JANUARY - Stylish Winter Boots  - 1.58 - SINGLE PRODUCT,120214650657780719,24,0,0.299887,2023-07-27,2025-03-18,65+,male,0.28789152
4 JANUARY - Stylish Winter Boots  - 1.58 - SINGLE PRODUCT,120214650657780719,1,0,0,2023-07-27,2025-03-18,65+,unknown,0.0
4 JANUARY - Sporty Hooded Winter Jacket  - 1.48 - SINGLE PRODUCT,120214650713950719,19,0,0.089965,2023-07-27,2025-03-18,18-24,female,0.0863664
4 JANUARY - Sporty Hooded Winter Jacket  - 1.48 - SINGLE PRODUCT,120214650713950719,291,2,1.449429,2023-07-27,2025-03-18,18-24,male,1.39145184
4 JANUARY - Sporty Hooded Winter Jacket  - 1.48 - SINGLE PRODUCT,120214650713950719,4,0,0.019992,2023-07-27,2025-03-18,18-24,unknown,0.01919232
4 JANUARY - Sporty Hooded Winter Jacket  - 1.48 - SINGLE PRODUCT,120214650713950719,22,0,0.209917,2023-07-27,2025-03-18,25-34,female,0.20152031999999998
4 JANUARY - Sporty Hooded Winter Jacket  - 1.48 - SINGLE PRODUCT,120214650713950719,437,2,3.178749,2023-07-27,2025-03-18,25-34,male,3.0515990399999997
4 JANUARY - Sporty Hooded Winter Jacket  - 1.48 - SINGLE PRODUCT,120214650713950719,2,0,0.009996,2023-07-27,2025-03-18,25-34,unknown,0.00959616
4 JANUARY - Sporty Hooded Winter Jacket  - 1.48 - SINGLE PRODUCT,120214650713950719,36,1,0.269894,2023-07-27,2025-03-18,35-44,female,0.25909824000000004
4 JANUARY - Sporty Hooded Winter Jacket  - 1.48 - SINGLE PRODUCT,120214650713950719,410,6,3.258717,2023-07-27,2025-03-18,35-44,male,3.12836832
4 JANUARY - Sporty Hooded Winter Jacket  - 1.48 - SINGLE PRODUCT,120214650713950719,4,0,0.029988,2023-07-27,2025-03-18,35-44,unknown,0.028788479999999998
4 JANUARY - Sporty Hooded Winter Jacket  - 1.48 - SINGLE PRODUCT,120214650713950719,27,0,0.259898,2023-07-27,2025-03-18,45-54,female,0.24950208000000001
4 JANUARY - Sporty Hooded Winter Jacket  - 1.48 - SINGLE PRODUCT,120214650713950719,444,0,4.148367,2023-07-27,2025-03-18,45-54,male,3.98243232
4 JANUARY - Sporty Hooded Winter Jacket  - 1.48 - SINGLE PRODUCT,120214650713950719,4,0,0.009996,2023-07-27,2025-03-18,45-54,unknown,0.00959616
4 JANUARY - Sporty Hooded Winter Jacket  - 1.48 - SINGLE PRODUCT,120214650713950719,35,1,2.529004,2023-07-27,2025-03-18,55-64,female,2.42784384
4 JANUARY - Sporty Hooded Winter Jacket  - 1.48 - SINGLE PRODUCT,120214650713950719,357,2,5.81771,2023-07-27,2025-03-18,55-64,male,5.5850016
4 JANUARY - Sporty Hooded Winter Jacket  - 1.48 - SINGLE PRODUCT,120214650713950719,42,0,0.739709,2023-07-27,2025-03-18,65+,female,0.71012064
4 JANUARY - Sporty Hooded Winter Jacket  - 1.48 - SINGLE PRODUCT,120214650713950719,262,5,3.37867,2023-07-27,2025-03-18,65+,male,3.2435232
4 JANUARY - Sporty Hooded Winter Jacket  - 1.48 - SINGLE PRODUCT,120214650713950719,1,0,0,2023-07-27,2025-03-18,65+,unknown,0.0
5 JANUARY - Glittery Long-Sleeved Fringe Dress - 1.53 - SINGLE PRODUCT,120214664011520719,111,0,0.94,2023-07-27,2025-03-18,18-24,female,0.9023999999999999
5 JANUARY - Glittery Long-Sleeved Fringe Dress - 1.53 - SINGLE PRODUCT,120214664011520719,17,2,0.25,2023-07-27,2025-03-18,18-24,male,0.24
5 JANUARY - Glittery Long-Sleeved Fringe Dress - 1.53 - SINGLE PRODUCT,120214664011520719,184,2,1.91,2023-07-27,2025-03-18,25-34,female,1.8336
5 JANUARY - Glittery Long-Sleeved Fringe Dress - 1.53 - SINGLE PRODUCT,120214664011520719,28,1,0.23,2023-07-27,2025-03-18,25-34,male,0.2208
5 JANUARY - Glittery Long-Sleeved Fringe Dress - 1.53 - SINGLE PRODUCT,120214664011520719,1,0,0.04,2023-07-27,2025-03-18,25-34,unknown,0.0384
5 JANUARY - Glittery Long-Sleeved Fringe Dress - 1.53 - SINGLE PRODUCT,120214664011520719,266,5,4.76,2023-07-27,2025-03-18,35-44,female,4.569599999999999
5 JANUARY - Glittery Long-Sleeved Fringe Dress - 1.53 - SINGLE PRODUCT,120214664011520719,27,2,0.21,2023-07-27,2025-03-18,35-44,male,0.20159999999999997
5 JANUARY - Glittery Long-Sleeved Fringe Dress - 1.53 - SINGLE PRODUCT,120214664011520719,4,0,0.04,2023-07-27,2025-03-18,35-44,unknown,0.0384
5 JANUARY - Glittery Long-Sleeved Fringe Dress - 1.53 - SINGLE PRODUCT,120214664011520719,307,5,4.54,2023-07-27,2025-03-18,45-54,female,4.3584
5 JANUARY - Glittery Long-Sleeved Fringe Dress - 1.53 - SINGLE PRODUCT,120214664011520719,69,4,1.01,2023-07-27,2025-03-18,45-54,male,0.9696
5 JANUARY - Glittery Long-Sleeved Fringe Dress - 1.53 - SINGLE PRODUCT,120214664011520719,10,1,0.09,2023-07-27,2025-03-18,45-54,unknown,0.08639999999999999
5 JANUARY - Glittery Long-Sleeved Fringe Dress - 1.53 - SINGLE PRODUCT,120214664011520719,298,5,5.17,2023-07-27,2025-03-18,55-64,female,4.9632
5 JANUARY - Glittery Long-Sleeved Fringe Dress - 1.53 - SINGLE PRODUCT,120214664011520719,83,5,1.29,2023-07-27,2025-03-18,55-64,male,1.2384
5 JANUARY - Glittery Long-Sleeved Fringe Dress - 1.53 - SINGLE PRODUCT,120214664011520719,5,0,0.03,2023-07-27,2025-03-18,55-64,unknown,0.0288
5 JANUARY - Glittery Long-Sleeved Fringe Dress - 1.53 - SINGLE PRODUCT,120214664011520719,733,7,8.71,2023-07-27,2025-03-18,65+,female,8.361600000000001
5 JANUARY - Glittery Long-Sleeved Fringe Dress - 1.53 - SINGLE PRODUCT,120214664011520719,144,8,1.2,2023-07-27,2025-03-18,65+,male,1.152
5 JANUARY - Glittery Long-Sleeved Fringe Dress - 1.53 - SINGLE PRODUCT,120214664011520719,7,0,0.03,2023-07-27,2025-03-18,65+,unknown,0.0288
5 JANUARY - Warm Down Jacket - 1.57 - SINGLE PRODUCT,120214691512340719,5,0,0,2023-07-27,2025-03-18,18-24,female,0.0
5 JANUARY - Warm Down Jacket - 1.57 - SINGLE PRODUCT,120214691512340719,15,0,0.169981,2023-07-27,2025-03-18,18-24,male,0.16318175999999998
5 JANUARY - Warm Down Jacket - 1.57 - SINGLE PRODUCT,120214691512340719,1,0,0.019998,2023-07-27,2025-03-18,18-24,unknown,0.01919808
5 JANUARY - Warm Down Jacket - 1.57 - SINGLE PRODUCT,120214691512340719,33,0,0.509944,2023-07-27,2025-03-18,25-34,female,0.4895462399999999
5 JANUARY - Warm Down Jacket - 1.57 - SINGLE PRODUCT,120214691512340719,100,2,1.299857,2023-07-27,2025-03-18,25-34,male,1.24786272
5 JANUARY - Warm Down Jacket - 1.57 - SINGLE PRODUCT,120214691512340719,89,7,1.139875,2023-07-27,2025-03-18,35-44,female,1.09428
5 JANUARY - Warm Down Jacket - 1.57 - SINGLE PRODUCT,120214691512340719,265,9,4.389517,2023-07-27,2025-03-18,35-44,male,4.213936319999999
5 JANUARY - Warm Down Jacket - 1.57 - SINGLE PRODUCT,120214691512340719,3,0,0.019998,2023-07-27,2025-03-18,35-44,unknown,0.01919808
5 JANUARY - Warm Down Jacket - 1.57 - SINGLE PRODUCT,120214691512340719,233,13,6.919239,2023-07-27,2025-03-18,45-54,female,6.64246944
5 JANUARY - Warm Down Jacket - 1.57 - SINGLE PRODUCT,120214691512340719,494,13,8.299087,2023-07-27,2025-03-18,45-54,male,7.9671235199999995
5 JANUARY - Warm Down Jacket - 1.57 - SINGLE PRODUCT,120214691512340719,2,2,0.029997,2023-07-27,2025-03-18,45-54,unknown,0.02879712
5 JANUARY - Warm Down Jacket - 1.57 - SINGLE PRODUCT,120214691512340719,506,19,7.349192,2023-07-27,2025-03-18,55-64,female,7.05522432
5 JANUARY - Warm Down Jacket - 1.57 - SINGLE PRODUCT,120214691512340719,978,33,18.927919,2023-07-27,2025-03-18,55-64,male,18.170802239999997
5 JANUARY - Warm Down Jacket - 1.57 - SINGLE PRODUCT,120214691512340719,5,0,0.069992,2023-07-27,2025-03-18,55-64,unknown,0.06719232
5 JANUARY - Warm Down Jacket - 1.57 - SINGLE PRODUCT,120214691512340719,1052,49,13.758487,2023-07-27,2025-03-18,65+,female,13.20814752
5 JANUARY - Warm Down Jacket - 1.57 - SINGLE PRODUCT,120214691512340719,1600,86,28.00692,2023-07-27,2025-03-18,65+,male,26.886643199999998
5 JANUARY - Warm Down Jacket - 1.57 - SINGLE PRODUCT,120214691512340719,6,0,0.029997,2023-07-27,2025-03-18,65+,unknown,0.02879712
5 JANUARY - Stand Collar Quilted Winter Jacket - 1.57 - SINGLE PRODUCT,120214691568880719,5,0,0.02999,2023-07-27,2025-03-18,18-24,female,0.028790399999999997
5 JANUARY - Stand Collar Quilted Winter Jacket - 1.57 - SINGLE PRODUCT,120214691568880719,17,0,0.129955,2023-07-27,2025-03-18,18-24,male,0.12475679999999999
5 JANUARY - Stand Collar Quilted Winter Jacket - 1.57 - SINGLE PRODUCT,120214691568880719,2,1,0.049983,2023-07-27,2025-03-18,18-24,unknown,0.04798368
5 JANUARY - Stand Collar Quilted Winter Jacket - 1.57 - SINGLE PRODUCT,120214691568880719,9,0,0.079972,2023-07-27,2025-03-18,25-34,female,0.07677312
5 JANUARY - Stand Collar Quilted Winter Jacket - 1.57 - SINGLE PRODUCT,120214691568880719,44,1,0.419855,2023-07-27,2025-03-18,25-34,male,0.40306079999999994
5 JANUARY - Stand Collar Quilted Winter Jacket - 1.57 - SINGLE PRODUCT,120214691568880719,17,1,0.219924,2023-07-27,2025-03-18,35-44,female,0.21112704
5 JANUARY - Stand Collar Quilted Winter Jacket - 1.57 - SINGLE PRODUCT,120214691568880719,110,4,1.029645,2023-07-27,2025-03-18,35-44,male,0.9884591999999999
5 JANUARY - Stand Collar Quilted Winter Jacket - 1.57 - SINGLE PRODUCT,120214691568880719,1,0,0,2023-07-27,2025-03-18,35-44,unknown,0.0
5 JANUARY - Stand Collar Quilted Winter Jacket - 1.57 - SINGLE PRODUCT,120214691568880719,34,1,0.329886,2023-07-27,2025-03-18,45-54,female,0.31669056
5 JANUARY - Stand Collar Quilted Winter Jacket - 1.57 - SINGLE PRODUCT,120214691568880719,240,2,2.619096,2023-07-27,2025-03-18,45-54,male,2.51433216
5 JANUARY - Stand Collar Quilted Winter Jacket - 1.57 - SINGLE PRODUCT,120214691568880719,1,0,0,2023-07-27,2025-03-18,45-54,unknown,0.0
5 JANUARY - Stand Collar Quilted Winter Jacket - 1.57 - SINGLE PRODUCT,120214691568880719,97,2,1.09962,2023-07-27,2025-03-18,55-64,female,1.0556352
5 JANUARY - Stand Collar Quilted Winter Jacket - 1.57 - SINGLE PRODUCT,120214691568880719,461,16,7.017578,2023-07-27,2025-03-18,55-64,male,6.73687488
5 JANUARY - Stand Collar Quilted Winter Jacket - 1.57 - SINGLE PRODUCT,120214691568880719,1,0,0,2023-07-27,2025-03-18,55-64,unknown,0.0
5 JANUARY - Stand Collar Quilted Winter Jacket - 1.57 - SINGLE PRODUCT,120214691568880719,340,7,2.699068,2023-07-27,2025-03-18,65+,female,2.59110528
5 JANUARY - Stand Collar Quilted Winter Jacket - 1.57 - SINGLE PRODUCT,120214691568880719,983,21,13.175452,2023-07-27,2025-03-18,65+,male,12.648433919999999
5 JANUARY - Stand Collar Quilted Winter Jacket - 1.57 - SINGLE PRODUCT,120214691568880719,3,0,0.069976,2023-07-27,2025-03-18,65+,unknown,0.06717696
6 JANUARY - Soft Cashmere Zip-up Jacket - 1.57 - SINGLE PRODUCT,120214691636140719,12,1,0.06,2023-07-27,2025-03-18,18-24,female,0.0576
6 JANUARY - Soft Cashmere Zip-up Jacket - 1.57 - SINGLE PRODUCT,120214691636140719,25,0,0.17,2023-07-27,2025-03-18,18-24,male,0.1632
6 JANUARY - Soft Cashmere Zip-up Jacket - 1.57 - SINGLE PRODUCT,120214691636140719,5,0,0.03,2023-07-27,2025-03-18,25-34,female,0.0288
6 JANUARY - Soft Cashmere Zip-up Jacket - 1.57 - SINGLE PRODUCT,120214691636140719,29,4,0.4,2023-07-27,2025-03-18,25-34,male,0.384
6 JANUARY - Soft Cashmere Zip-up Jacket - 1.57 - SINGLE PRODUCT,120214691636140719,18,0,0.2,2023-07-27,2025-03-18,35-44,female,0.192
6 JANUARY - Soft Cashmere Zip-up Jacket - 1.57 - SINGLE PRODUCT,120214691636140719,23,1,0.23,2023-07-27,2025-03-18,35-44,male,0.2208
6 JANUARY - Soft Cashmere Zip-up Jacket - 1.57 - SINGLE PRODUCT,120214691636140719,1,0,0.01,2023-07-27,2025-03-18,35-44,unknown,0.0096
6 JANUARY - Soft Cashmere Zip-up Jacket - 1.57 - SINGLE PRODUCT,120214691636140719,38,0,0.47,2023-07-27,2025-03-18,45-54,female,0.45119999999999993
6 JANUARY - Soft Cashmere Zip-up Jacket - 1.57 - SINGLE PRODUCT,120214691636140719,20,0,0.26,2023-07-27,2025-03-18,45-54,male,0.2496
6 JANUARY - Soft Cashmere Zip-up Jacket - 1.57 - SINGLE PRODUCT,120214691636140719,1,0,0.03,2023-07-27,2025-03-18,45-54,unknown,0.0288
6 JANUARY - Soft Cashmere Zip-up Jacket - 1.57 - SINGLE PRODUCT,120214691636140719,181,3,3.53,2023-07-27,2025-03-18,55-64,female,3.3888
6 JANUARY - Soft Cashmere Zip-up Jacket - 1.57 - SINGLE PRODUCT,120214691636140719,66,3,0.64,2023-07-27,2025-03-18,55-64,male,0.6144
6 JANUARY - Soft Cashmere Zip-up Jacket - 1.57 - SINGLE PRODUCT,120214691636140719,5,0,0.05,2023-07-27,2025-03-18,55-64,unknown,0.048
6 JANUARY - Soft Cashmere Zip-up Jacket - 1.57 - SINGLE PRODUCT,120214691636140719,1534,81,28.62,2023-07-27,2025-03-18,65+,female,27.4752
6 JANUARY - Soft Cashmere Zip-up Jacket - 1.57 - SINGLE PRODUCT,120214691636140719,347,15,6.32,2023-07-27,2025-03-18,65+,male,6.0672
6 JANUARY - Soft Cashmere Zip-up Jacket - 1.57 - SINGLE PRODUCT,120214691636140719,5,0,0.07,2023-07-27,2025-03-18,65+,unknown,0.06720000000000001
6 JANUARY - Stretchy High-waisted Wide Leg Pants - 1.54 - SINGLE PRODUCT,120214691681960719,15,0,0.1,2023-07-27,2025-03-18,18-24,female,0.096
6 JANUARY - Stretchy High-waisted Wide Leg Pants - 1.54 - SINGLE PRODUCT,120214691681960719,1,0,0,2023-07-27,2025-03-18,18-24,unknown,0.0
6 JANUARY - Stretchy High-waisted Wide Leg Pants - 1.54 - SINGLE PRODUCT,120214691681960719,21,0,0.28,2023-07-27,2025-03-18,25-34,female,0.26880000000000004
6 JANUARY - Stretchy High-waisted Wide Leg Pants - 1.54 - SINGLE PRODUCT,120214691681960719,4,0,0.16,2023-07-27,2025-03-18,25-34,male,0.1536
6 JANUARY - Stretchy High-waisted Wide Leg Pants - 1.54 - SINGLE PRODUCT,120214691681960719,32,1,0.59,2023-07-27,2025-03-18,35-44,female,0.5663999999999999
6 JANUARY - Stretchy High-waisted Wide Leg Pants - 1.54 - SINGLE PRODUCT,120214691681960719,1,0,0,2023-07-27,2025-03-18,35-44,male,0.0
6 JANUARY - Stretchy High-waisted Wide Leg Pants - 1.54 - SINGLE PRODUCT,120214691681960719,61,0,1.08,2023-07-27,2025-03-18,45-54,female,1.0368
6 JANUARY - Stretchy High-waisted Wide Leg Pants - 1.54 - SINGLE PRODUCT,120214691681960719,3,0,0.01,2023-07-27,2025-03-18,45-54,male,0.0096
6 JANUARY - Stretchy High-waisted Wide Leg Pants - 1.54 - SINGLE PRODUCT,120214691681960719,254,4,5.93,2023-07-27,2025-03-18,55-64,female,5.692799999999999
6 JANUARY - Stretchy High-waisted Wide Leg Pants - 1.54 - SINGLE PRODUCT,120214691681960719,9,1,0.2,2023-07-27,2025-03-18,55-64,male,0.192
6 JANUARY - Stretchy High-waisted Wide Leg Pants - 1.54 - SINGLE PRODUCT,120214691681960719,2,0,0.07,2023-07-27,2025-03-18,55-64,unknown,0.06720000000000001
6 JANUARY - Stretchy High-waisted Wide Leg Pants - 1.54 - SINGLE PRODUCT,120214691681960719,1471,69,31.12,2023-07-27,2025-03-18,65+,female,29.8752
6 JANUARY - Stretchy High-waisted Wide Leg Pants - 1.54 - SINGLE PRODUCT,120214691681960719,87,3,1.01,2023-07-27,2025-03-18,65+,male,0.9696
6 JANUARY - Stretchy High-waisted Wide Leg Pants - 1.54 - SINGLE PRODUCT,120214691681960719,3,0,0,2023-07-27,2025-03-18,65+,unknown,0.0
6 JANUARY - Elegant Classic Plaid Print Dress - 1.50 - SINGLE PRODUCT,120214691727750719,15,0,0.09,2023-07-27,2025-03-18,18-24,female,0.08639999999999999
6 JANUARY - Elegant Classic Plaid Print Dress - 1.50 - SINGLE PRODUCT,120214691727750719,4,0,0.09,2023-07-27,2025-03-18,18-24,male,0.08639999999999999
6 JANUARY - Elegant Classic Plaid Print Dress - 1.50 - SINGLE PRODUCT,120214691727750719,1,0,0,2023-07-27,2025-03-18,18-24,unknown,0.0
6 JANUARY - Elegant Classic Plaid Print Dress - 1.50 - SINGLE PRODUCT,120214691727750719,31,0,0.3,2023-07-27,2025-03-18,25-34,female,0.288
6 JANUARY - Elegant Classic Plaid Print Dress - 1.50 - SINGLE PRODUCT,120214691727750719,5,0,0.05,2023-07-27,2025-03-18,25-34,male,0.048
6 JANUARY - Elegant Classic Plaid Print Dress - 1.50 - SINGLE PRODUCT,120214691727750719,40,1,1.13,2023-07-27,2025-03-18,35-44,female,1.0847999999999998
6 JANUARY - Elegant Classic Plaid Print Dress - 1.50 - SINGLE PRODUCT,120214691727750719,4,0,0.05,2023-07-27,2025-03-18,35-44,male,0.048
6 JANUARY - Elegant Classic Plaid Print Dress - 1.50 - SINGLE PRODUCT,120214691727750719,99,1,1.27,2023-07-27,2025-03-18,45-54,female,1.2192
6 JANUARY - Elegant Classic Plaid Print Dress - 1.50 - SINGLE PRODUCT,120214691727750719,12,0,0.07,2023-07-27,2025-03-18,45-54,male,0.06720000000000001
6 JANUARY - Elegant Classic Plaid Print Dress - 1.50 - SINGLE PRODUCT,120214691727750719,338,2,4.22,2023-07-27,2025-03-18,55-64,female,4.0512
6 JANUARY - Elegant Classic Plaid Print Dress - 1.50 - SINGLE PRODUCT,120214691727750719,17,2,0.12,2023-07-27,2025-03-18,55-64,male,0.1152
6 JANUARY - Elegant Classic Plaid Print Dress - 1.50 - SINGLE PRODUCT,120214691727750719,4,0,0.03,2023-07-27,2025-03-18,55-64,unknown,0.0288
6 JANUARY - Elegant Classic Plaid Print Dress - 1.50 - SINGLE PRODUCT,120214691727750719,1661,45,27.68,2023-07-27,2025-03-18,65+,female,26.572799999999997
6 JANUARY - Elegant Classic Plaid Print Dress - 1.50 - SINGLE PRODUCT,120214691727750719,187,9,2.26,2023-07-27,2025-03-18,65+,male,2.1695999999999995
6 JANUARY - Elegant Classic Plaid Print Dress - 1.50 - SINGLE PRODUCT,120214691727750719,6,0,0.06,2023-07-27,2025-03-18,65+,unknown,0.0576
7 JANUARY - C05 ADS collection (Jan 4) - COLLECTION,120214726716310719,6,0,0.04,2023-07-27,2025-03-18,18-24,female,0.0384
7 JANUARY - C05 ADS collection (Jan 4) - COLLECTION,120214726716310719,68,0,0.69,2023-07-27,2025-03-18,18-24,male,0.6623999999999999
7 JANUARY - C05 ADS collection (Jan 4) - COLLECTION,120214726716310719,25,0,0.23,2023-07-27,2025-03-18,25-34,female,0.2208
7 JANUARY - C05 ADS collection (Jan 4) - COLLECTION,120214726716310719,129,1,2.23,2023-07-27,2025-03-18,25-34,male,2.1408
7 JANUARY - C05 ADS collection (Jan 4) - COLLECTION,120214726716310719,2,0,0.05,2023-07-27,2025-03-18,25-34,unknown,0.048
7 JANUARY - C05 ADS collection (Jan 4) - COLLECTION,120214726716310719,30,2,0.4,2023-07-27,2025-03-18,35-44,female,0.384
7 JANUARY - C05 ADS collection (Jan 4) - COLLECTION,120214726716310719,154,4,2.59,2023-07-27,2025-03-18,35-44,male,2.4863999999999997
7 JANUARY - C05 ADS collection (Jan 4) - COLLECTION,120214726716310719,76,1,1.24,2023-07-27,2025-03-18,45-54,female,1.1904
7 JANUARY - C05 ADS collection (Jan 4) - COLLECTION,120214726716310719,289,11,9.87,2023-07-27,2025-03-18,45-54,male,9.4752
7 JANUARY - C05 ADS collection (Jan 4) - COLLECTION,120214726716310719,230,3,3.26,2023-07-27,2025-03-18,55-64,female,3.1295999999999995
7 JANUARY - C05 ADS collection (Jan 4) - COLLECTION,120214726716310719,595,27,14.84,2023-07-27,2025-03-18,55-64,male,14.2464
7 JANUARY - C05 ADS collection (Jan 4) - COLLECTION,120214726716310719,1,0,0.01,2023-07-27,2025-03-18,55-64,unknown,0.0096
7 JANUARY - C05 ADS collection (Jan 4) - COLLECTION,120214726716310719,900,35,14.37,2023-07-27,2025-03-18,65+,female,13.7952
7 JANUARY - C05 ADS collection (Jan 4) - COLLECTION,120214726716310719,1349,55,32.88,2023-07-27,2025-03-18,65+,male,31.5648
7 JANUARY - C05 ADS collection (Jan 4) - COLLECTION,120214726716310719,4,0,0.1,2023-07-27,2025-03-18,65+,unknown,0.096
8 JANUARY - C06 ADS collection (Jan 4) - COLLECTION,120214726820750719,46,1,0.34,2023-07-27,2025-03-18,18-24,female,0.3264
8 JANUARY - C06 ADS collection (Jan 4) - COLLECTION,120214726820750719,5,3,0.03,2023-07-27,2025-03-18,18-24,male,0.0288
8 JANUARY - C06 ADS collection (Jan 4) - COLLECTION,120214726820750719,140,4,2.79,2023-07-27,2025-03-18,25-34,female,2.6784
8 JANUARY - C06 ADS collection (Jan 4) - COLLECTION,120214726820750719,31,1,0.49,2023-07-27,2025-03-18,25-34,male,0.4704
8 JANUARY - C06 ADS collection (Jan 4) - COLLECTION,120214726820750719,186,3,3.98,2023-07-27,2025-03-18,35-44,female,3.8207999999999998
8 JANUARY - C06 ADS collection (Jan 4) - COLLECTION,120214726820750719,21,1,0.36,2023-07-27,2025-03-18,35-44,male,0.34559999999999996
8 JANUARY - C06 ADS collection (Jan 4) - COLLECTION,120214726820750719,410,12,7.18,2023-07-27,2025-03-18,45-54,female,6.892799999999999
8 JANUARY - C06 ADS collection (Jan 4) - COLLECTION,120214726820750719,52,1,1.2,2023-07-27,2025-03-18,45-54,male,1.152
8 JANUARY - C06 ADS collection (Jan 4) - COLLECTION,120214726820750719,1582,30,22.07,2023-07-27,2025-03-18,55-64,female,21.1872
8 JANUARY - C06 ADS collection (Jan 4) - COLLECTION,120214726820750719,201,2,1.39,2023-07-27,2025-03-18,55-64,male,1.3343999999999998
8 JANUARY - C06 ADS collection (Jan 4) - COLLECTION,120214726820750719,7,0,0.04,2023-07-27,2025-03-18,55-64,unknown,0.0384
8 JANUARY - C06 ADS collection (Jan 4) - COLLECTION,120214726820750719,4969,122,60.71,2023-07-27,2025-03-18,65+,female,58.2816
8 JANUARY - C06 ADS collection (Jan 4) - COLLECTION,120214726820750719,418,7,3.4,2023-07-27,2025-03-18,65+,male,3.264
8 JANUARY - C06 ADS collection (Jan 4) - COLLECTION,120214726820750719,6,0,0.28,2023-07-27,2025-03-18,65+,unknown,0.26880000000000004
"9 JANUARY - Timeless, Warm and Stylish Coat - 1.57 - SINGLE PRODUCT",120214794207100719,11,0,0.09,2023-07-27,2025-03-18,18-24,female,0.08639999999999999
"9 JANUARY - Timeless, Warm and Stylish Coat - 1.57 - SINGLE PRODUCT",120214794207100719,4,0,0.07,2023-07-27,2025-03-18,18-24,male,0.06720000000000001
"9 JANUARY - Timeless, Warm and Stylish Coat - 1.57 - SINGLE PRODUCT",120214794207100719,43,0,0.36,2023-07-27,2025-03-18,25-34,female,0.34559999999999996
"9 JANUARY - Timeless, Warm and Stylish Coat - 1.57 - SINGLE PRODUCT",120214794207100719,7,0,0.04,2023-07-27,2025-03-18,25-34,male,0.0384
"9 JANUARY - Timeless, Warm and Stylish Coat - 1.57 - SINGLE PRODUCT",120214794207100719,99,0,1.04,2023-07-27,2025-03-18,35-44,female,0.9984
"9 JANUARY - Timeless, Warm and Stylish Coat - 1.57 - SINGLE PRODUCT",120214794207100719,3,0,0.05,2023-07-27,2025-03-18,35-44,male,0.048
"9 JANUARY - Timeless, Warm and Stylish Coat - 1.57 - SINGLE PRODUCT",120214794207100719,1,0,0,2023-07-27,2025-03-18,35-44,unknown,0.0
"9 JANUARY - Timeless, Warm and Stylish Coat - 1.57 - SINGLE PRODUCT",120214794207100719,117,4,2,2023-07-27,2025-03-18,45-54,female,1.92
"9 JANUARY - Timeless, Warm and Stylish Coat - 1.57 - SINGLE PRODUCT",120214794207100719,5,0,0.04,2023-07-27,2025-03-18,45-54,male,0.0384
"9 JANUARY - Timeless, Warm and Stylish Coat - 1.57 - SINGLE PRODUCT",120214794207100719,203,3,4.76,2023-07-27,2025-03-18,55-64,female,4.569599999999999
"9 JANUARY - Timeless, Warm and Stylish Coat - 1.57 - SINGLE PRODUCT",120214794207100719,9,0,0.05,2023-07-27,2025-03-18,55-64,male,0.048
"9 JANUARY - Timeless, Warm and Stylish Coat - 1.57 - SINGLE PRODUCT",120214794207100719,1,0,0,2023-07-27,2025-03-18,55-64,unknown,0.0
"9 JANUARY - Timeless, Warm and Stylish Coat - 1.57 - SINGLE PRODUCT",120214794207100719,625,26,12.68,2023-07-27,2025-03-18,65+,female,12.172799999999999
"9 JANUARY - Timeless, Warm and Stylish Coat - 1.57 - SINGLE PRODUCT",120214794207100719,39,0,0.5,2023-07-27,2025-03-18,65+,male,0.48
"9 JANUARY - Timeless, Warm and Stylish Coat - 1.57 - SINGLE PRODUCT",120214794207100719,2,0,0.02,2023-07-27,2025-03-18,65+,unknown,0.0192
