,Product Name,URL,Campaign Start,Campaign End,Attribution Revenue,Attribution Orders,Attribution Avg Price,Attribution COGS,Attribution Gross Profit,Attribution Net Profit,Attribution ROI (%),Attribution ROAS,Extended Revenue,Extended Orders,Total Revenue,Total Orders,Total Avg Price,Total COGS,Total Gross Profit,Total Net Profit,Total ROI (%),Total ROAS,Ad Spend,Impressions,Clicks,CTR (%),Conversion Rate (%),Attribution Window Revenue (%),Extended Window Revenue (%),CPA,Profit Margin (%),Total Profit Margin (%),Original Campaign,Product Count
5 FEBRUARY- C17 ADS Collection (February 01) - COLLECTION__PRODUCT_2,Ethnic Retro Hooded Sweater,https://dd3662-08.myshopify.com/collections/c17-ads-collection-february-01,2025-02-05 00:00:00+00:00,2025-02-12 00:00:00+00:00,4.086363636363637,0.09090909090909091,44.95,1.6345454545454545,2.451818181818182,-5.447236363636364,-68.9606120870622,0.5173231318822966,12.259090909090911,0.2727272727272727,16.345454545454547,0.36363636363636365,44.95,6.538181818181818,9.807272727272728,1.9082181818181825,24.157551651751195,2.0692925275291865,7.899054545454546,804.0909090909091,26.09090909090909,3.244771057094403,0.34843205574912894,25.0,75.00000000000001,86.8896,-133.3027808676307,11.674304783092328,5 FEBRUARY- C17 ADS Collection (February 01) - COLLECTION,11.0
5 FEBRUARY- C17 ADS Collection (February 01) - COLLECTION__PRODUCT_3,Striped Knit Cardigan,https://dd3662-08.myshopify.com/collections/c17-ads-collection-february-01,2025-02-05 00:00:00+00:00,2025-02-12 00:00:00+00:00,4.086363636363637,0.09090909090909091,44.95,1.6345454545454545,2.451818181818182,-5.447236363636364,-68.9606120870622,0.5173231318822966,12.259090909090911,0.2727272727272727,16.345454545454547,0.36363636363636365,44.95,6.538181818181818,9.807272727272728,1.9082181818181825,24.157551651751195,2.0692925275291865,7.899054545454546,804.0909090909091,26.09090909090909,3.244771057094403,0.34843205574912894,25.0,75.00000000000001,86.8896,-133.3027808676307,11.674304783092328,5 FEBRUARY- C17 ADS Collection (February 01) - COLLECTION,11.0
5 FEBRUARY- C17 ADS Collection (February 01) - COLLECTION__PRODUCT_4,Cheerful Colorful Turtleneck,https://dd3662-08.myshopify.com/collections/c17-ads-collection-february-01,2025-02-05 00:00:00+00:00,2025-02-12 00:00:00+00:00,4.086363636363637,0.09090909090909091,44.95,1.6345454545454545,2.451818181818182,-5.447236363636364,-68.9606120870622,0.5173231318822966,12.259090909090911,0.2727272727272727,16.345454545454547,0.36363636363636365,44.95,6.538181818181818,9.807272727272728,1.9082181818181825,24.157551651751195,2.0692925275291865,7.899054545454546,804.0909090909091,26.09090909090909,3.244771057094403,0.34843205574912894,25.0,75.00000000000001,86.8896,-133.3027808676307,11.674304783092328,5 FEBRUARY- C17 ADS Collection (February 01) - COLLECTION,11.0
5 FEBRUARY- C17 ADS Collection (February 01) - COLLECTION__PRODUCT_5,Vintage Jacquard Crewneck Winter Sweater,https://dd3662-08.myshopify.com/collections/c17-ads-collection-february-01,2025-02-05 00:00:00+00:00,2025-02-12 00:00:00+00:00,4.086363636363637,0.09090909090909091,44.95,1.6345454545454545,2.451818181818182,-5.447236363636364,-68.9606120870622,0.5173231318822966,12.259090909090911,0.2727272727272727,16.345454545454547,0.36363636363636365,44.95,6.538181818181818,9.807272727272728,1.9082181818181825,24.157551651751195,2.0692925275291865,7.899054545454546,804.0909090909091,26.09090909090909,3.244771057094403,0.34843205574912894,25.0,75.00000000000001,86.8896,-133.3027808676307,11.674304783092328,5 FEBRUARY- C17 ADS Collection (February 01) - COLLECTION,11.0
5 FEBRUARY- C17 ADS Collection (February 01) - COLLECTION__PRODUCT_6,Retro Print Winter Sweater,https://dd3662-08.myshopify.com/collections/c17-ads-collection-february-01,2025-02-05 00:00:00+00:00,2025-02-12 00:00:00+00:00,4.086363636363637,0.09090909090909091,44.95,1.6345454545454545,2.451818181818182,-5.447236363636364,-68.9606120870622,0.5173231318822966,12.259090909090911,0.2727272727272727,16.345454545454547,0.36363636363636365,44.95,6.538181818181818,9.807272727272728,1.9082181818181825,24.157551651751195,2.0692925275291865,7.899054545454546,804.0909090909091,26.09090909090909,3.244771057094403,0.34843205574912894,25.0,75.00000000000001,86.8896,-133.3027808676307,11.674304783092328,5 FEBRUARY- C17 ADS Collection (February 01) - COLLECTION,11.0
5 FEBRUARY- C17 ADS Collection (February 01) - COLLECTION__PRODUCT_7,Soft Winter Pullover,https://dd3662-08.myshopify.com/collections/c17-ads-collection-february-01,2025-02-05 00:00:00+00:00,2025-02-12 00:00:00+00:00,4.086363636363637,0.09090909090909091,44.95,1.6345454545454545,2.451818181818182,-5.447236363636364,-68.9606120870622,0.5173231318822966,12.259090909090911,0.2727272727272727,16.345454545454547,0.36363636363636365,44.95,6.538181818181818,9.807272727272728,1.9082181818181825,24.157551651751195,2.0692925275291865,7.899054545454546,804.0909090909091,26.09090909090909,3.244771057094403,0.34843205574912894,25.0,75.00000000000001,86.8896,-133.3027808676307,11.674304783092328,5 FEBRUARY- C17 ADS Collection (February 01) - COLLECTION,11.0
5 FEBRUARY- C17 ADS Collection (February 01) - COLLECTION__PRODUCT_8,Multicolor Retro Winter Sweater,https://dd3662-08.myshopify.com/collections/c17-ads-collection-february-01,2025-02-05 00:00:00+00:00,2025-02-12 00:00:00+00:00,4.086363636363637,0.09090909090909091,44.95,1.6345454545454545,2.451818181818182,-5.447236363636364,-68.9606120870622,0.5173231318822966,12.259090909090911,0.2727272727272727,16.345454545454547,0.36363636363636365,44.95,6.538181818181818,9.807272727272728,1.9082181818181825,24.157551651751195,2.0692925275291865,7.899054545454546,804.0909090909091,26.09090909090909,3.244771057094403,0.34843205574912894,25.0,75.00000000000001,86.8896,-133.3027808676307,11.674304783092328,5 FEBRUARY- C17 ADS Collection (February 01) - COLLECTION,11.0
5 FEBRUARY- C17 ADS Collection (February 01) - COLLECTION__PRODUCT_9,Vintage Icelandic Teal Jacquard Sweater,https://dd3662-08.myshopify.com/collections/c17-ads-collection-february-01,2025-02-05 00:00:00+00:00,2025-02-12 00:00:00+00:00,4.086363636363637,0.09090909090909091,44.95,1.6345454545454545,2.451818181818182,-5.447236363636364,-68.9606120870622,0.5173231318822966,12.259090909090911,0.2727272727272727,16.345454545454547,0.36363636363636365,44.95,6.538181818181818,9.807272727272728,1.9082181818181825,24.157551651751195,2.0692925275291865,7.899054545454546,804.0909090909091,26.09090909090909,3.244771057094403,0.34843205574912894,25.0,75.00000000000001,86.8896,-133.3027808676307,11.674304783092328,5 FEBRUARY- C17 ADS Collection (February 01) - COLLECTION,11.0
5 FEBRUARY- C17 ADS Collection (February 01) - COLLECTION__PRODUCT_10,Comfortable Warm Sweater,https://dd3662-08.myshopify.com/collections/c17-ads-collection-february-01,2025-02-05 00:00:00+00:00,2025-02-12 00:00:00+00:00,4.086363636363637,0.09090909090909091,44.95,1.6345454545454545,2.451818181818182,-5.447236363636364,-68.9606120870622,0.5173231318822966,12.259090909090911,0.2727272727272727,16.345454545454547,0.36363636363636365,44.95,6.538181818181818,9.807272727272728,1.9082181818181825,24.157551651751195,2.0692925275291865,7.899054545454546,804.0909090909091,26.09090909090909,3.244771057094403,0.34843205574912894,25.0,75.00000000000001,86.8896,-133.3027808676307,11.674304783092328,5 FEBRUARY- C17 ADS Collection (February 01) - COLLECTION,11.0
5 FEBRUARY- C17 ADS Collection (February 01) - COLLECTION__PRODUCT_11,Vintage Turtleneck Jacquard Sweater,https://dd3662-08.myshopify.com/collections/c17-ads-collection-february-01,2025-02-05 00:00:00+00:00,2025-02-12 00:00:00+00:00,4.086363636363637,0.09090909090909091,44.95,1.6345454545454545,2.451818181818182,-5.447236363636364,-68.9606120870622,0.5173231318822966,12.259090909090911,0.2727272727272727,16.345454545454547,0.36363636363636365,44.95,6.538181818181818,9.807272727272728,1.9082181818181825,24.157551651751195,2.0692925275291865,7.899054545454546,804.0909090909091,26.09090909090909,3.244771057094403,0.34843205574912894,25.0,75.00000000000001,86.8896,-133.3027808676307,11.674304783092328,5 FEBRUARY- C17 ADS Collection (February 01) - COLLECTION,11.0
7 FEBRUARY- C11 ADS Collection (February 7) - COLLECTION__PRODUCT_1,"Comfortable, Knitted, Soft Turtleneck Sweater",https://dd3662-08.myshopify.com/collections/c11,2025-02-07 00:00:00+00:00,2025-02-14 00:00:00+00:00,8.49,0.2,42.45,3.396,5.094,0.7087200000000005,16.161339754816122,1.9360223292469354,0.0,0.0,8.49,0.2,42.45,3.396,5.094,0.708720000000001,16.161339754816137,1.9360223292469354,4.38528,310.5,12.2,3.9291465378421897,1.639344262295082,100.0,0.0,21.926399999999997,8.34770318021202,8.347703180212026,7 FEBRUARY- C11 ADS Collection (February 7) - COLLECTION,10.0
7 FEBRUARY- C11 ADS Collection (February 7) - COLLECTION__PRODUCT_2,Bi-color Turtleneck Knitted Sweater,https://dd3662-08.myshopify.com/collections/c11,2025-02-07 00:00:00+00:00,2025-02-14 00:00:00+00:00,8.49,0.2,42.45,3.396,5.094,0.7087200000000005,16.161339754816122,1.9360223292469354,0.0,0.0,8.49,0.2,42.45,3.396,5.094,0.708720000000001,16.161339754816137,1.9360223292469354,4.38528,310.5,12.2,3.9291465378421897,1.639344262295082,100.0,0.0,21.926399999999997,8.34770318021202,8.347703180212026,7 FEBRUARY- C11 ADS Collection (February 7) - COLLECTION,10.0
7 FEBRUARY- C11 ADS Collection (February 7) - COLLECTION__PRODUCT_3,Elegant and Comfortable Turtleneck Sweater,https://dd3662-08.myshopify.com/collections/c11,2025-02-07 00:00:00+00:00,2025-02-14 00:00:00+00:00,8.49,0.2,42.45,3.396,5.094,0.7087200000000005,16.161339754816122,1.9360223292469354,0.0,0.0,8.49,0.2,42.45,3.396,5.094,0.708720000000001,16.161339754816137,1.9360223292469354,4.38528,310.5,12.2,3.9291465378421897,1.639344262295082,100.0,0.0,21.926399999999997,8.34770318021202,8.347703180212026,7 FEBRUARY- C11 ADS Collection (February 7) - COLLECTION,10.0
7 FEBRUARY- C11 ADS Collection (February 7) - COLLECTION__PRODUCT_4,High-quality Knitted Winter Sweater,https://dd3662-08.myshopify.com/collections/c11,2025-02-07 00:00:00+00:00,2025-02-14 00:00:00+00:00,8.49,0.2,42.45,3.396,5.094,0.7087200000000005,16.161339754816122,1.9360223292469354,0.0,0.0,8.49,0.2,42.45,3.396,5.094,0.708720000000001,16.161339754816137,1.9360223292469354,4.38528,310.5,12.2,3.9291465378421897,1.639344262295082,100.0,0.0,21.926399999999997,8.34770318021202,8.347703180212026,7 FEBRUARY- C11 ADS Collection (February 7) - COLLECTION,10.0
7 FEBRUARY- C11 ADS Collection (February 7) - COLLECTION__PRODUCT_5,Premium Quality Cashmere Sweater,https://dd3662-08.myshopify.com/collections/c11,2025-02-07 00:00:00+00:00,2025-02-14 00:00:00+00:00,8.49,0.2,42.45,3.396,5.094,0.7087200000000005,16.161339754816122,1.9360223292469354,0.0,0.0,8.49,0.2,42.45,3.396,5.094,0.708720000000001,16.161339754816137,1.9360223292469354,4.38528,310.5,12.2,3.9291465378421897,1.639344262295082,100.0,0.0,21.926399999999997,8.34770318021202,8.347703180212026,7 FEBRUARY- C11 ADS Collection (February 7) - COLLECTION,10.0
7 FEBRUARY- C11 ADS Collection (February 7) - COLLECTION__PRODUCT_6,Herringbone Pattern Turtleneck Sweater,https://dd3662-08.myshopify.com/collections/c11,2025-02-07 00:00:00+00:00,2025-02-14 00:00:00+00:00,8.49,0.2,42.45,3.396,5.094,0.7087200000000005,16.161339754816122,1.9360223292469354,0.0,0.0,8.49,0.2,42.45,3.396,5.094,0.708720000000001,16.161339754816137,1.9360223292469354,4.38528,310.5,12.2,3.9291465378421897,1.639344262295082,100.0,0.0,21.926399999999997,8.34770318021202,8.347703180212026,7 FEBRUARY- C11 ADS Collection (February 7) - COLLECTION,10.0
7 FEBRUARY- C11 ADS Collection (February 7) - COLLECTION__PRODUCT_7,Classic Contrast Stitching Turtleneck,https://dd3662-08.myshopify.com/collections/c11,2025-02-07 00:00:00+00:00,2025-02-14 00:00:00+00:00,8.49,0.2,42.45,3.396,5.094,0.7087200000000005,16.161339754816122,1.9360223292469354,0.0,0.0,8.49,0.2,42.45,3.396,5.094,0.708720000000001,16.161339754816137,1.9360223292469354,4.38528,310.5,12.2,3.9291465378421897,1.639344262295082,100.0,0.0,21.926399999999997,8.34770318021202,8.347703180212026,7 FEBRUARY- C11 ADS Collection (February 7) - COLLECTION,10.0
7 FEBRUARY- C11 ADS Collection (February 7) - COLLECTION__PRODUCT_8,Fall Luxe Checkered Knit Sweater,https://dd3662-08.myshopify.com/collections/c11,2025-02-07 00:00:00+00:00,2025-02-14 00:00:00+00:00,8.49,0.2,42.45,3.396,5.094,0.7087200000000005,16.161339754816122,1.9360223292469354,0.0,0.0,8.49,0.2,42.45,3.396,5.094,0.708720000000001,16.161339754816137,1.9360223292469354,4.38528,310.5,12.2,3.9291465378421897,1.639344262295082,100.0,0.0,21.926399999999997,8.34770318021202,8.347703180212026,7 FEBRUARY- C11 ADS Collection (February 7) - COLLECTION,10.0
7 FEBRUARY- C11 ADS Collection (February 7) - COLLECTION__PRODUCT_9,Diamond Pattern Knitted High Neck Sweater,https://dd3662-08.myshopify.com/collections/c11,2025-02-07 00:00:00+00:00,2025-02-14 00:00:00+00:00,8.49,0.2,42.45,3.396,5.094,0.7087200000000005,16.161339754816122,1.9360223292469354,0.0,0.0,8.49,0.2,42.45,3.396,5.094,0.708720000000001,16.161339754816137,1.9360223292469354,4.38528,310.5,12.2,3.9291465378421897,1.639344262295082,100.0,0.0,21.926399999999997,8.34770318021202,8.347703180212026,7 FEBRUARY- C11 ADS Collection (February 7) - COLLECTION,10.0
7 FEBRUARY- C11 ADS Collection (February 7) - COLLECTION__PRODUCT_10,Classic Cashmere Turtleneck Sweater,https://dd3662-08.myshopify.com/collections/c11,2025-02-07 00:00:00+00:00,2025-02-14 00:00:00+00:00,8.49,0.2,42.45,3.396,5.094,0.7087200000000005,16.161339754816122,1.9360223292469354,0.0,0.0,8.49,0.2,42.45,3.396,5.094,0.708720000000001,16.161339754816137,1.9360223292469354,4.38528,310.5,12.2,3.9291465378421897,1.639344262295082,100.0,0.0,21.926399999999997,8.34770318021202,8.347703180212026,7 FEBRUARY- C11 ADS Collection (February 7) - COLLECTION,10.0
"7 FEBRUARY - Comfortable, Knitted, Soft Turtleneck Sweater - 1.58 - SINGLE PRODUCT","Comfortable, Knitted, Soft Turtleneck Sweater",https://dd3662-08.myshopify.com/products/768539614947311616,2025-02-07 00:00:00+00:00,2025-02-14 00:00:00+00:00,44.95,1.0,44.95,17.98,26.970000000000002,-83.8236,-75.65743869682004,0.4057093550529995,0.0,0.0,44.95,1.0,44.95,17.98,26.970000000000002,-83.8236,-75.65743869682004,0.4057093550529995,110.7936,8345.0,270.0,3.2354703415218693,0.3703703703703704,100.0,0.0,110.7936,-186.4818687430478,-186.4818687430478,,
7 FEBRUARY - Retro Square Heeled Pumps - 1.48 - SINGLE PRODUCT,Retro Square Heeled Pumps,https://dd3662-08.myshopify.com/products/809786630096289792,2025-02-07 00:00:00+00:00,2025-02-14 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-37.4016,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37.4016,-100.0,0.0,37.4016,4893.0,75.0,1.5328019619865114,0.0,0.0,0.0,,,,,
7 FEBRUARY - Cheerful Colorful Turtleneck - 1.45 - SINGLE PRODUCT,Cheerful Colorful Turtleneck,https://dd3662-08.myshopify.com/products/806626983235551232,2025-02-07 00:00:00+00:00,2025-02-14 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-38.3904,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.3904,-100.0,0.0,38.3904,5776.0,149.0,2.579639889196676,0.0,0.0,0.0,,,,,
7 FEBRUARY - Distressed Leather Hobo Bag - 1.52 - SINGLE PRODUCT,Distressed Leather Hobo Bag,https://dd3662-08.myshopify.com/products/817343112861974528,2025-02-07 00:00:00+00:00,2025-02-14 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-39.542399999999994,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39.542399999999994,-100.0,0.0,39.542399999999994,5172.0,123.0,2.3781902552204177,0.0,0.0,0.0,,,,,
8 FEBRUARY - Distressed Leather Hobo Bag - 1.52 - SINGLE PRODUCT - RELAUNCHED,Distressed Leather Hobo Bag,https://dd3662-08.myshopify.com/products/817343112861974528,2025-02-08 00:00:00+00:00,2025-02-15 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-24.566399999999998,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.566399999999998,-100.0,0.0,24.566399999999998,3734.0,54.0,1.44617032672737,0.0,0.0,0.0,,,,,
8 FEBRUARY - Breathable Sport Shoes- 1.55 - SINGLE PRODUCT - RELAUNCHED,Breathable Sport Shoes,https://dd3662-08.myshopify.com/products/817347362673393664,2025-02-08 00:00:00+00:00,2025-02-15 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-23.136,-100.0,0.0,44.95,1.0,44.95,1.0,44.95,17.98,26.970000000000002,3.834000000000003,16.571576763485492,1.9428596127247582,23.136,2248.0,45.0,2.0017793594306053,0.0,0.0,100.0,,,8.529477196885434,,
10  FEBRUARY - Leopard Pattern Fur Jacket - 1.55- SINGLE PRODUCT,Leopard Pattern Fur Jacket,https://dd3662-08.myshopify.com/products/817819985249304576,2025-02-10 00:00:00+00:00,2025-02-17 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-27.4464,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.4464,-100.0,0.0,27.4464,1458.0,51.0,3.4979423868312756,0.0,0.0,0.0,,,,,
10  FEBRUARY - Modern and Ergonomic Casual Sneakers - 1.53- SINGLE PRODUCT,Modern and Ergonomic Casual Sneakers,https://dd3662-08.myshopify.com/products/817820087967809536,2025-02-10 00:00:00+00:00,2025-02-17 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-28.896,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.896,-100.0,0.0,28.896,3257.0,101.0,3.101013202333436,0.0,0.0,0.0,,,,,
10  FEBRUARY - Loose Casual Lounge Set - 1.57- SINGLE PRODUCT,Loose Casual Lounge Set,https://dd3662-08.myshopify.com/products/817820007248429056,2025-02-10 00:00:00+00:00,2025-02-17 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-25.3632,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.3632,-100.0,0.0,25.3632,5538.0,47.0,0.8486818345973276,0.0,0.0,0.0,,,,,
10  FEBRUARY - Vintage Floral Print Denim Flared Pants - 1.46- SINGLE PRODUCT - Copy,Vintage Floral Print Denim Flared Pants,https://dd3662-08.myshopify.com/products/817819996959801344,2025-02-10 00:00:00+00:00,2025-02-17 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-25.5936,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.5936,-100.0,0.0,25.5936,1959.0,64.0,3.2669729453802963,0.0,0.0,0.0,,,,,
11  FEBRUARY - Comfortable and Stylish Button-down Sweater - 1.53- SINGLE PRODUCT,Comfortable and Stylish Button-down Sweater,https://dd3662-08.myshopify.com/products/817820065394065408,2025-02-11 00:00:00+00:00,2025-02-18 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-52.032000000000004,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-52.032000000000004,-100.0,0.0,52.032000000000004,5641.0,117.0,2.0741003368197126,0.0,0.0,0.0,,,,,
11 FEBRUARY- C19 ADS (Feb 07)- COLLECTION__PRODUCT_1,Bomber Jacket,https://dd3662-08.myshopify.com/collections/c19-ads-collection-february-07,2025-02-11 00:00:00+00:00,2025-02-18 00:00:00+00:00,5.70952380952381,0.09523809523809523,59.95,2.2838095238095244,3.4257142857142857,2.0839999999999996,155.32367972742756,4.255394662123793,3.5690476190476192,0.047619047619047616,9.27857142857143,0.14285714285714285,64.95,3.711428571428572,5.567142857142858,4.225428571428572,314.927597955707,6.91545996592845,1.3417142857142859,137.61904761904762,2.9047619047619047,2.110726643598616,3.278688524590164,61.53451372850911,38.46548627149089,14.088000000000003,36.500417014178474,45.539645881447264,11 FEBRUARY- C19 ADS (Feb 07)- COLLECTION,21.0
11 FEBRUARY- C19 ADS (Feb 07)- COLLECTION__PRODUCT_2,Winter Zip-up Parka Jacket,https://dd3662-08.myshopify.com/collections/c19-ads-collection-february-07,2025-02-11 00:00:00+00:00,2025-02-18 00:00:00+00:00,5.70952380952381,0.09523809523809523,59.95,2.2838095238095244,3.4257142857142857,2.0839999999999996,155.32367972742756,4.255394662123793,3.5690476190476192,0.047619047619047616,9.27857142857143,0.14285714285714285,64.95,3.711428571428572,5.567142857142858,4.225428571428572,314.927597955707,6.91545996592845,1.3417142857142859,137.61904761904762,2.9047619047619047,2.110726643598616,3.278688524590164,61.53451372850911,38.46548627149089,14.088000000000003,36.500417014178474,45.539645881447264,11 FEBRUARY- C19 ADS (Feb 07)- COLLECTION,21.0
11 FEBRUARY- C19 ADS (Feb 07)- COLLECTION__PRODUCT_3,Men's Winter Coat with Hood and Fleece,https://dd3662-08.myshopify.com/collections/c19-ads-collection-february-07,2025-02-11 00:00:00+00:00,2025-02-18 00:00:00+00:00,5.70952380952381,0.09523809523809523,59.95,2.2838095238095244,3.4257142857142857,2.0839999999999996,155.32367972742756,4.255394662123793,3.5690476190476192,0.047619047619047616,9.27857142857143,0.14285714285714285,64.95,3.711428571428572,5.567142857142858,4.225428571428572,314.927597955707,6.91545996592845,1.3417142857142859,137.61904761904762,2.9047619047619047,2.110726643598616,3.278688524590164,61.53451372850911,38.46548627149089,14.088000000000003,36.500417014178474,45.539645881447264,11 FEBRUARY- C19 ADS (Feb 07)- COLLECTION,21.0
11 FEBRUARY- C19 ADS (Feb 07)- COLLECTION__PRODUCT_4,Stylish Hooded Windbreaker Jacket,https://dd3662-08.myshopify.com/collections/c19-ads-collection-february-07,2025-02-11 00:00:00+00:00,2025-02-18 00:00:00+00:00,5.70952380952381,0.09523809523809523,59.95,2.2838095238095244,3.4257142857142857,2.0839999999999996,155.32367972742756,4.255394662123793,3.5690476190476192,0.047619047619047616,9.27857142857143,0.14285714285714285,64.95,3.711428571428572,5.567142857142858,4.225428571428572,314.927597955707,6.91545996592845,1.3417142857142859,137.61904761904762,2.9047619047619047,2.110726643598616,3.278688524590164,61.53451372850911,38.46548627149089,14.088000000000003,36.500417014178474,45.539645881447264,11 FEBRUARY- C19 ADS (Feb 07)- COLLECTION,21.0
11 FEBRUARY- C19 ADS (Feb 07)- COLLECTION__PRODUCT_5,Flannel Jacket,https://dd3662-08.myshopify.com/collections/c19-ads-collection-february-07,2025-02-11 00:00:00+00:00,2025-02-18 00:00:00+00:00,5.70952380952381,0.09523809523809523,59.95,2.2838095238095244,3.4257142857142857,2.0839999999999996,155.32367972742756,4.255394662123793,3.5690476190476192,0.047619047619047616,9.27857142857143,0.14285714285714285,64.95,3.711428571428572,5.567142857142858,4.225428571428572,314.927597955707,6.91545996592845,1.3417142857142859,137.61904761904762,2.9047619047619047,2.110726643598616,3.278688524590164,61.53451372850911,38.46548627149089,14.088000000000003,36.500417014178474,45.539645881447264,11 FEBRUARY- C19 ADS (Feb 07)- COLLECTION,21.0
11 FEBRUARY- C19 ADS (Feb 07)- COLLECTION__PRODUCT_6,Winter Tactical Jacket,https://dd3662-08.myshopify.com/collections/c19-ads-collection-february-07,2025-02-11 00:00:00+00:00,2025-02-18 00:00:00+00:00,5.70952380952381,0.09523809523809523,59.95,2.2838095238095244,3.4257142857142857,2.0839999999999996,155.32367972742756,4.255394662123793,3.5690476190476192,0.047619047619047616,9.27857142857143,0.14285714285714285,64.95,3.711428571428572,5.567142857142858,4.225428571428572,314.927597955707,6.91545996592845,1.3417142857142859,137.61904761904762,2.9047619047619047,2.110726643598616,3.278688524590164,61.53451372850911,38.46548627149089,14.088000000000003,36.500417014178474,45.539645881447264,11 FEBRUARY- C19 ADS (Feb 07)- COLLECTION,21.0
11 FEBRUARY- C19 ADS (Feb 07)- COLLECTION__PRODUCT_7,Men Casual Slim Fit Turtleneck Sweater,https://dd3662-08.myshopify.com/collections/c19-ads-collection-february-07,2025-02-11 00:00:00+00:00,2025-02-18 00:00:00+00:00,5.70952380952381,0.09523809523809523,59.95,2.2838095238095244,3.4257142857142857,2.0839999999999996,155.32367972742756,4.255394662123793,3.5690476190476192,0.047619047619047616,9.27857142857143,0.14285714285714285,64.95,3.711428571428572,5.567142857142858,4.225428571428572,314.927597955707,6.91545996592845,1.3417142857142859,137.61904761904762,2.9047619047619047,2.110726643598616,3.278688524590164,61.53451372850911,38.46548627149089,14.088000000000003,36.500417014178474,45.539645881447264,11 FEBRUARY- C19 ADS (Feb 07)- COLLECTION,21.0
11 FEBRUARY- C19 ADS (Feb 07)- COLLECTION__PRODUCT_8,Zip-Up Tribal Pattern Neck Sweater,https://dd3662-08.myshopify.com/collections/c19-ads-collection-february-07,2025-02-11 00:00:00+00:00,2025-02-18 00:00:00+00:00,5.70952380952381,0.09523809523809523,59.95,2.2838095238095244,3.4257142857142857,2.0839999999999996,155.32367972742756,4.255394662123793,3.5690476190476192,0.047619047619047616,9.27857142857143,0.14285714285714285,64.95,3.711428571428572,5.567142857142858,4.225428571428572,314.927597955707,6.91545996592845,1.3417142857142859,137.61904761904762,2.9047619047619047,2.110726643598616,3.278688524590164,61.53451372850911,38.46548627149089,14.088000000000003,36.500417014178474,45.539645881447264,11 FEBRUARY- C19 ADS (Feb 07)- COLLECTION,21.0
11 FEBRUARY- C19 ADS (Feb 07)- COLLECTION__PRODUCT_9,Bonanza Leather Jacket,https://dd3662-08.myshopify.com/collections/c19-ads-collection-february-07,2025-02-11 00:00:00+00:00,2025-02-18 00:00:00+00:00,5.70952380952381,0.09523809523809523,59.95,2.2838095238095244,3.4257142857142857,2.0839999999999996,155.32367972742756,4.255394662123793,3.5690476190476192,0.047619047619047616,9.27857142857143,0.14285714285714285,64.95,3.711428571428572,5.567142857142858,4.225428571428572,314.927597955707,6.91545996592845,1.3417142857142859,137.61904761904762,2.9047619047619047,2.110726643598616,3.278688524590164,61.53451372850911,38.46548627149089,14.088000000000003,36.500417014178474,45.539645881447264,11 FEBRUARY- C19 ADS (Feb 07)- COLLECTION,21.0
11 FEBRUARY- C19 ADS (Feb 07)- COLLECTION__PRODUCT_10,Vintage Coat,https://dd3662-08.myshopify.com/collections/c19-ads-collection-february-07,2025-02-11 00:00:00+00:00,2025-02-18 00:00:00+00:00,5.70952380952381,0.09523809523809523,59.95,2.2838095238095244,3.4257142857142857,2.0839999999999996,155.32367972742756,4.255394662123793,3.5690476190476192,0.047619047619047616,9.27857142857143,0.14285714285714285,64.95,3.711428571428572,5.567142857142858,4.225428571428572,314.927597955707,6.91545996592845,1.3417142857142859,137.61904761904762,2.9047619047619047,2.110726643598616,3.278688524590164,61.53451372850911,38.46548627149089,14.088000000000003,36.500417014178474,45.539645881447264,11 FEBRUARY- C19 ADS (Feb 07)- COLLECTION,21.0
